   1	0.2674549222
   2	1.6000000238
   3	1.6000000238
   4	1.6000000238
   5	1.6000000238
   6	1.6000000238
   7	1.6000000238
   8	1.6000000238
   9	1.6000000238
  10	1.6000000238
  11	1.6000000238
  12	1.6000000238
  13	1.6000000238
  14	1.6000000238
  15	1.6000000238
  16	1.6000000238
  17	1.6000000238
  18	1.6000000238
  19	1.6000000238
  20	0.2674549222
  21	1.6000000238
  22	1.6000000238
  23	0.2674549222
  24	1.6000000238
  25	1.6000000238
  26	1.6000000238
  27	1.6000000238
  28	1.6000000238
  29	1.6000000238
  30	1.6000000238
  31	1.6000000238
  32	0.2674549222
  33	1.6000000238
  34	1.6000000238
  35	1.6000000238
  36	1.6000000238
  37	1.6000000238
  38	1.6000000238
  39	1.6000000238
  40	0.2674549222
  41	1.6000000238
  42	1.6000000238
  43	1.6000000238
  44	1.6000000238
  45	1.6000000238
  46	0.2674549222
  47	1.6000000238
  48	1.6000000238
  49	1.6000000238
  50	1.6000000238
  51	1.6000000238
  52	1.6000000238
  53	1.6000000238
  54	1.6000000238
  55	1.6000000238
  56	1.6000000238
  57	1.6000000238
  58	1.6000000238
  59	1.6000000238
  60	1.6000000238
  61	1.6000000238
  62	1.6000000238
  63	1.6000000238
  64	1.6000000238
  65	1.6000000238
  66	1.6000000238
  67	1.6000000238
  68	0.2674549222
  69	1.6000000238
  70	1.6000000238
  71	1.6000000238
  72	1.6000000238
  73	1.6000000238
  74	1.6000000238
  75	1.6000000238
  76	1.6000000238
  77	1.6000000238
  78	1.6000000238
  79	1.6000000238
  80	1.6000000238
  81	1.6000000238
  82	1.6000000238
  83	1.6000000238
  84	1.6000000238
  85	0.2674549222
  86	1.6000000238
  87	1.6000000238
  88	1.6000000238
  89	1.6000000238
  90	1.6000000238
  91	1.6000000238
  92	0.2674549222
  93	0.2674549222
  94	1.6000000238
  95	1.6000000238
  96	1.6000000238
  97	1.6000000238
  98	1.6000000238
  99	1.6000000238
 100	1.6000000238
 101	1.6000000238
 102	1.6000000238
 103	1.6000000238
 104	1.6000000238
 105	1.6000000238
 106	0.2674549222
 107	1.6000000238
 108	1.6000000238
 109	1.6000000238
 110	1.6000000238
 111	0.2674549222
 112	1.6000000238
 113	1.6000000238
 114	1.6000000238
 115	1.6000000238
 116	1.6000000238
 117	1.6000000238
 118	1.6000000238
 119	1.6000000238
 120	1.6000000238
 121	0.2674549222
 122	1.6000000238
 123	1.6000000238
 124	1.6000000238
 125	1.6000000238
 126	0.2674549222
 127	1.6000000238
 128	0.2674549222
 129	1.6000000238
 130	1.6000000238
 131	1.6000000238
 132	1.6000000238
 133	1.6000000238
 134	1.6000000238
 135	1.6000000238
 136	1.6000000238
 137	1.6000000238
 138	1.6000000238
 139	1.6000000238
 140	1.6000000238
 141	0.2674549222
 142	1.6000000238
 143	0.2674549222
 144	1.6000000238
 145	1.6000000238
 146	1.6000000238
 147	1.6000000238
 148	1.6000000238
 149	0.2674549222
 150	1.6000000238
 151	1.6000000238
 152	1.6000000238
 153	1.6000000238
 154	0.2674549222
 155	1.6000000238
 156	1.6000000238
 157	0.2674549222
 158	1.6000000238
 159	1.6000000238
 160	0.2674549222
 161	1.6000000238
 162	1.6000000238
 163	0.2674549222
 164	0.2674549222
 165	1.6000000238
 166	0.2674549222
 167	1.6000000238
 168	1.6000000238
 169	1.6000000238
 170	1.6000000238
 171	0.2674549222
 172	1.6000000238
 173	1.6000000238
 174	1.6000000238
 175	1.6000000238
 176	0.2674549222
 177	1.6000000238
 178	1.6000000238
 179	1.6000000238
 180	1.6000000238
 181	1.6000000238
 182	1.6000000238
 183	0.2674549222
 184	0.2674549222
 185	0.2674549222
 186	1.6000000238
 187	0.2674549222
 188	1.6000000238
 189	1.6000000238
 190	1.6000000238
 191	1.6000000238
 192	1.6000000238
 193	1.6000000238
 194	1.6000000238
 195	0.2674549222
 196	1.6000000238
 197	0.2674549222
 198	1.6000000238
 199	1.6000000238
 200	1.6000000238
 201	1.6000000238
 202	1.6000000238
 203	0.2674549222
 204	0.2674549222
 205	1.6000000238
 206	0.2674549222
 207	1.6000000238
 208	1.6000000238
 209	1.6000000238
 210	1.6000000238
 211	1.6000000238
 212	0.2674549222
 213	0.2674549222
 214	0.2674549222
 215	0.2674549222
 216	1.6000000238
 217	1.6000000238
 218	0.2674549222
 219	1.6000000238
 220	0.2674549222
 221	0.2674549222
 222	1.6000000238
 223	1.6000000238
 224	0.2674549222
 225	1.6000000238
 226	0.2674549222
 227	0.2674549222
 228	0.2674549222
 229	0.2674549222
 230	0.2674549222
 231	1.6000000238
 232	1.6000000238
 233	1.6000000238
 234	0.2674549222
 235	1.6000000238
 236	0.2674549222
 237	0.2674549222
 238	0.2674549222
 239	1.6000000238
 240	0.2674549222
 241	1.6000000238
 242	0.2674549222
 243	0.2674549222
 244	1.6000000238
 245	1.6000000238
 246	1.6000000238
 247	1.6000000238
 248	1.6000000238
 249	0.2674549222
 250	1.6000000238
 251	0.2674549222
 252	0.2674549222
 253	1.6000000238
 254	0.2674549222
 255	1.6000000238
 256	0.2674549222
 257	0.2674549222
 258	0.2674549222
 259	1.6000000238
 260	1.6000000238
 261	1.6000000238
 262	0.2674549222
 263	0.2674549222
 264	0.2674549222
 265	0.2674549222
 266	0.2674549222
 267	0.2674549222
 268	1.6000000238
 269	1.6000000238
 270	0.2674549222
 271	0.2674549222
 272	0.2674549222
 273	0.2674549222
 274	0.2674549222
 275	1.6000000238
 276	0.2674549222
 277	0.2674549222
 278	0.2674549222
 279	0.2674549222
 280	0.2674549222
 281	0.2674549222
 282	0.2674549222
 283	0.2674549222
 284	0.2674549222
 285	0.2674549222
 286	0.2674549222
 287	0.2674549222
 288	1.6000000238
 289	0.2674549222
 290	0.2674549222
 291	0.2674549222
 292	0.2674549222
 293	0.2674549222
 294	0.2674549222
 295	0.2674549222
 296	0.2674549222
 297	0.2674549222
 298	0.2674549222
 299	0.2674549222
 300	0.2674549222
 301	0.2674549222
 302	0.2674549222
 303	0.2674549222
 304	1.6000000238
 305	0.2674549222
 306	0.2674549222
 307	0.2674549222
 308	0.2674549222
 309	0.2674549222
 310	0.2674549222
 311	0.2674549222
 312	0.2674549222
 313	0.2674549222
 314	0.2674549222
 315	0.2674549222
 316	0.2674549222
 317	0.2674549222
 318	0.2674549222
 319	0.2674549222
 320	0.2674549222
 321	0.2674549222
 322	0.2674549222
 323	0.2674549222
 324	0.2674549222
 325	0.2674549222
 326	0.2674549222
 327	0.2674549222
 328	0.2674549222
 329	0.2674549222
 330	0.2674549222
 331	1.6000000238
 332	0.2674549222
 333	0.2674549222
 334	0.2674549222
 335	0.2674549222
 336	0.2674549222
 337	0.2674549222
 338	0.2674549222
 339	0.2674549222
 340	0.2674549222
 341	0.2674549222
 342	0.2674549222
 343	0.2674549222
 344	0.2674549222
 345	0.2674549222
 346	0.2674549222
 347	0.2674549222
 348	0.2674549222
 349	0.2674549222
 350	0.2674549222
 351	0.2674549222
 352	0.2674549222
 353	0.2674549222
 354	0.2674549222
 355	0.2674549222
 356	0.2674549222
 357	0.2674549222
 358	0.2674549222
 359	0.2674549222
 360	0.2674549222
 361	0.2674549222
 362	0.2674549222
 363	0.2674549222
 364	0.2674549222
 365	0.2674549222
 366	0.2674549222
 367	0.2674549222
 368	0.2674549222
 369	0.2674549222
 370	1.6000000238
 371	0.2674549222
 372	0.2674549222
 373	0.2674549222
 374	0.2674549222
 375	0.2674549222
 376	0.2674549222
 377	0.2674549222
 378	0.2674549222
 379	0.2674549222
 380	0.2674549222
 381	1.6000000238
 382	0.2674549222
 383	0.2674549222
 384	0.2674549222
 385	1.6000000238
 386	0.2674549222
 387	0.2674549222
 388	0.2674549222
 389	0.2674549222
 390	1.6000000238
 391	0.2674549222
 392	0.2674549222
 393	0.2674549222
 394	0.2674549222
 395	0.2674549222
 396	0.2674549222
 397	0.2674549222
 398	0.2674549222
 399	0.2674549222
 400	0.2674549222
 401	0.2674549222
 402	0.2674549222
 403	0.2674549222
 404	0.2674549222
 405	0.2674549222
 406	0.2674549222
 407	0.2674549222
 408	0.2674549222
 409	0.2674549222
 410	0.2674549222
 411	0.2674549222
 412	0.2674549222
 413	0.2674549222
 414	0.2674549222
 415	0.2674549222
 416	0.2674549222
 417	0.2674549222
 418	0.2674549222
 419	0.2674549222
 420	0.2674549222
 421	0.2674549222
 422	0.2674549222
 423	0.2674549222
 424	0.2674549222
 425	0.2674549222
 426	0.2674549222
 427	0.2674549222
 428	0.2674549222
 429	0.2674549222
 430	0.2674549222
 431	0.2674549222
 432	0.2674549222
 433	0.2674549222
 434	0.2674549222
 435	0.2674549222
 436	0.2674549222
 437	0.2674549222
 438	0.2674549222
 439	0.2674549222
 440	0.2674549222
 441	0.2674549222
 442	0.2674549222
 443	0.2674549222
 444	0.2674549222
 445	0.2674549222
 446	0.2674549222
 447	0.2674549222
