     1     -1.83340000      0.11841000     -0.13282000
     1     -1.72320000      3.22880000      0.07604500
     1     -1.70880000      3.12630000     -2.85370000
     1     -0.25202000      6.29860000      1.33680000
     1     -0.15333000      4.08660000      6.06870000
     2     -0.09221000      1.32920000      1.29710000
     2      0.21282000      3.70820000      1.09210000
     2      0.23292000      3.71990000      3.64480000
     2      1.67150000      5.20010000      0.07375600
     2      1.75040000     -0.00854110      0.04343600
     2      1.80550000      5.01490000      4.93330000
     2      1.68190000      2.34080000      5.12830000
     2      1.62980000      2.43950000      0.18352000
     2      1.66240000      2.38830000      2.24900000
     1     -1.87570000      0.00000000      0.00000000
     1     -1.79410000      3.11410000      0.00000000
     1     -1.80670000      3.00470000     -3.00470000
     1     -0.38610000      6.22500000      1.29130000
     1      0.24720000     -4.06210000      6.22500000
     2     -0.04610000      1.25520000      1.25520000
     2      0.06900000      3.67380000      1.21250000
     2      0.18740000     -4.29070000      3.70930000
     2      1.71120000      5.03980000      0.00000000
     2      1.73500000      0.00000000      0.00000000
     2      1.73780000      5.03550000      5.03550000
     2      1.74670000      2.47030000      5.04020000
     2      1.77510000      2.54450000      0.00000000
     2      1.78970000      2.43710000      2.43710000
     2     -1.91895648     -0.01363959     -0.14409644
     2     -1.97325844      3.01609313      3.06181476
     2     -1.78156677      3.22077682     -0.03998856
     2     -0.35733236      6.23092815      1.36029974
     1     -0.36744714      6.21543516      4.01946223
     2      0.07299155      1.17196505      1.32639083
     2      0.18791642      3.70324108      1.34152498
     2      0.18363667      3.57568181      3.77616005
     2      1.74392924      5.11123246      0.11908381
     1      1.75246391      0.16235621     -0.12024571
     1      1.71912914      4.96632243      5.03352104
     2      1.81927905      5.12599967      2.45462827
     1      1.71626835      2.66990014     -0.16040856
     2      2.00801858      2.27772704      2.46283042
     1     -1.98134729      0.03803373      0.05689002
     1     -1.66518585      2.90378845      2.97913546
     2     -1.87460904      3.11214893     -0.03774690
     2     -0.33322570      6.22017792      1.26171129
     1     -0.23086793      6.22500432      3.79038655
     1     -0.13829016      1.22341405      1.23179960
     1     -0.14806745      3.78330037      1.22434448
     2      0.18148122      3.52190097      3.74078090
     1      1.61013663      5.08261833      0.14435082
     1      1.79644630      0.08956385     -0.03509747
     2      1.78857408      5.10859573      5.09782339
     2      1.91594299      5.09798573      2.55020486
     1      1.83422826      2.54853140      0.09408899
     2      1.72534048      2.50480892      2.33789083
     1     -1.85449648     -0.08217143      0.14724799
     1     -1.78291179      2.97813931      3.01027438
     2     -1.89487634      2.99532230     -0.12173175
     1     -0.46030448      6.00476793      1.28717729
     2     -0.14457050      6.32363374      3.82506561
     2     -0.05924997      1.20333649      1.12027225
     2      0.10798805      3.70653676      1.18638984
     2      0.19619871      3.73270570      3.80464654
     2      1.64765348      5.04194661      0.01286444
     2      1.67904267     -0.10039445      0.06564675
     1      1.78216535      4.94078539      4.91871806
     1      1.65170962      5.00275708      2.42423948
     1      1.85321816      2.42591138     -0.02624400
     2      1.84659606      2.33150971      2.31578479
     2     -2.00764370     -0.03305989     -0.01496677
     2     -1.71357825      2.92033724      2.96122481
     2     -1.79297551      3.16387697     -0.00793302
     1     -0.45061458      6.37384905      1.44481523
     1     -0.17222712      6.17035241      3.87725171
     1     -0.02293740      1.17052418      1.12046373
     2     -0.02997597      3.64916635      1.25943831
     1      0.32135857      3.77560241      3.61894331
     1      1.74015020      4.95438026      0.00358796
     2      1.88289171     -0.12013148     -0.06275312
     2      1.85160280      5.02351306      5.08903980
     1      1.67828614      5.03367060      2.52558835
     1      1.64590640      2.59302956     -0.02036905
     2      1.78240737      2.37755091      2.23166753
     1     -1.86244393      0.07282829     -0.11397794
     1     -1.64740593      3.21591602      2.98358765
     2     -1.69225882      2.97837023      0.11902449
     2     -0.54414025      6.12273899      1.17967912
     2     -0.26066619      6.32878342      4.00142741
     2     -0.11426569      1.21622005      1.19505879
     1     -0.03345531      3.53567344      1.26761847
     1      0.06396465      3.74085426      3.59931595
     2      1.74008070      5.19512426      0.00859906
     1      1.69206970      0.07078939     -0.20045633
     2      1.74338012      5.23123848      4.98619121
     2      1.70991264      5.09065424      2.51650480
     2      1.72860266      2.73095290     -0.03210047
     2      1.82679606      2.40311882      2.56075557
     1     -1.93882797      0.12274480      0.00559407
     2     -2.03922111      2.93507952      2.89399301
     1     -1.91726365      3.11485245      0.04854977
     1     -0.28053516      6.14671070      1.29079949
     2     -0.26412240      6.28369386      3.91027821
     2     -0.00817764      1.23007926      1.38284525
     2      0.16341997      3.72181358      1.39884006
     1     -0.02464267      3.77611550      3.65704407
     1      1.64673211      5.03196788      0.01034244
     2      1.66456983      0.08891726     -0.08076491
     1      1.63598628      5.26642875      5.10354386
     1      1.72849181      5.09266387      2.23384102
